start_time_ticks,duration_ticks,midi_number,velocity,note_name,frequency_hz,original_mz,original_intensity,retention_time,start_time_seconds,duration_seconds
44280,960,76,20,E,659.2551138257398,581.0,591810.0,0.46154511727692815,55.35,1.2
44520,960,76,20,E,659.2551138257398,579.0,132454.0,0.4636995900484196,55.65,1.2
44640,960,84,20,C,1046.5022612023945,388.9999999999999,6098019.0,0.4646179823822072,55.8,1.2
44640,960,94,20,A#,1864.6550460723597,101.00000000000003,309851.0,0.465019101695997,55.8,1.2
44880,960,86,20,D,1174.65907166963,307.0,3800611.0,0.46735156049487314,56.1,1.2
44880,960,86,20,D,1174.65907166963,300.00000000000006,3908128.0,0.46694906840655154,56.1,1.2
44880,960,90,20,F#,1479.9776908465376,191.00000000000006,224137.0,0.4673181839234451,56.1,1.2
45000,960,84,20,C,1046.5022612023945,347.0,3547460.0,0.4687660580668754,56.25,1.2
45000,960,76,20,E,659.2551138257398,601.0,154127.0,0.46846789769201963,56.25,1.2
45120,720,78,20,F#,739.9888454232688,507.00000000000006,537058.0,0.4704446663560327,56.4,0.9
45120,960,82,20,A#,932.3275230361797,407.0,2657017.0,0.4698515813587474,56.4,1.2
45120,960,76,20,E,659.2551138257398,603.0000000000001,414772.0,0.4698266065897716,56.4,1.2
45240,960,76,20,E,659.2551138257398,575.0,1154377.0,0.47089847326059037,56.55,1.2
45360,720,76,20,E,659.2551138257398,585.0,77920.0,0.47216355421382405,56.7,0.9
45480,720,78,20,F#,739.9888454232688,538.9999999999999,719906.0,0.4740924965270623,56.85,0.9
45960,960,82,20,A#,932.3275230361797,415.0,5002668.0,0.4790334576212616,57.45,1.2
45960,960,88,20,E,1318.5102276514797,265.00000000000006,4554811.0,0.47931779196535923,57.45,1.2
46080,720,76,20,E,659.2551138257398,563.0,44747.0,0.4802189915007604,57.6,0.9
46080,960,76,20,E,659.2551138257398,576.0,291606.0,0.4805839449019205,57.6,1.2
46200,960,82,20,A#,932.3275230361797,444.0,231842.0,0.4811439238829668,57.75,1.2
46200,960,80,20,G#,830.6093951598903,462.0,331224.0,0.48071512991289245,57.75,1.2
46320,720,76,20,E,659.2551138257398,588.0,66231.0,0.4823549341639798,57.9,0.9
46560,960,80,20,G#,830.6093951598903,479.0,1883895.0,0.4845789619606824,58.2,1.2
46680,960,84,20,C,1046.5022612023945,390.0,394339.0,0.48688130527819845,58.35,1.2
46800,960,82,20,A#,932.3275230361797,418.0,2406027.0,0.4872053439706954,58.5,1.2
46800,960,82,20,A#,932.3275230361797,395.0,496312.0,0.48744725017370555,58.5,1.2
47160,480,76,20,E,659.2551138257398,573.0,251440.0,0.4912857414230066,58.95,0.6
47160,960,88,20,E,1318.5102276514797,266.00000000000006,608876.0,0.4916798550487051,58.95,1.2
47280,960,80,20,G#,830.6093951598903,459.0,230965.0,0.4920986196254555,59.1,1.2
47520,960,74,20,D,587.3295358348151,639.0,91401.0,0.4950386226666599,59.4,1.2
47520,960,80,20,G#,830.6093951598903,461.00000000000006,647514.0,0.49469741743630957,59.4,1.2
47640,960,80,20,G#,830.6093951598903,476.99999999999994,4030430.0,0.49641647530544775,59.55,1.2
47880,960,76,20,E,659.2551138257398,574.0,726778.0,0.4998206220322654,59.85,1.2
47880,960,84,20,C,1046.5022612023945,374.0000000000001,581471.0,0.4989635978746872,59.85,1.2
47880,960,72,20,C,523.2511306011972,665.0,21544.0,0.4986331328594861,59.85,1.2
48120,960,78,20,F#,739.9888454232688,526.0000000000001,1220952.0,0.501523494554533,60.15,1.2
48120,960,80,20,G#,830.6093951598903,453.00000000000006,1661370.0,0.5009689885763682,60.15,1.2
48360,720,76,20,E,659.2551138257398,602.0,25345.0,0.5035538545653363,60.45,0.9
48480,960,94,26,A#,1864.6550460723597,113.00000000000001,49012188.0,0.505524339844833,60.6,1.2
48600,960,86,41,D,1174.65907166963,308.9999999999999,174910201.0,0.506598030516835,60.75,1.2
48720,960,82,23,A#,932.3275230361797,411.0,25788392.0,0.5070556558600529,60.9,1.2
48720,960,88,20,E,1318.5102276514797,250.00000000000006,1092897.0,0.5081009859053522,60.9,1.2
48720,960,72,20,C,523.2511306011972,669.0,64895.0,0.5073312059675319,60.9,1.2
